Time,CH1_mV,CH2_mV
4.635,0.017066,0.00608
4.64,-0.01953,-0.000441
4.645,-0.007371,-0.000621
4.65,0.015111,0.006475
4.655,-0.016469,-0.000899
4.66,0.008462,-0.014988
4.665,-0.000443,-0.013105
4.67,0.044366,0.012539
4.675,0.003585,-0.000967
4.68,0.004264,-0.027488
4.685,0.014936,-0.000375
4.69,-0.015906,0.010763
4.695,-0.007569,-0.007435
4.7,-0.023406,-0.002729
4.705,0.012972,0.001384
4.71,-0.026739,-0.003392
4.715,-0.004883,0.023562
4.72,0.006714,-0.009404
4.725,0.01139,0.001223
4.73,-0.017357,-0.008264
4.735,-0.007019,0.005282
4.74,0.018841,0.005401
4.745,0.000934,-0.007622
4.75,-0.001741,0.009431
4.755,0.007365,0.010404
4.76,0.028671,-0.013135
4.765,-0.033299,0.003197
4.77,0.009794,-0.005196
4.775,-0.01097,0.015757
4.78,0.003667,0.018025
4.785,-0.024789,-0.004764
4.79,0.012846,0.011392
4.795,0.020491,0.00317
4.8,0.013964,0.022037
4.805,0.03222,0.023985
4.81,-0.006553,0.018412
4.815,0.067676,0.015817
4.82,0.053156,0.019128
4.825,0.043788,0.038065
4.83,0.031179,0.031223
4.835,0.048426,0.028755
4.84,0.037755,0.02871
4.845,0.053034,0.039768
4.85,0.068128,0.05523
4.855,0.082786,0.053544
4.86,0.07246,0.038726
4.865,0.117436,0.018166
4.87,0.142616,0.080093
4.875,0.081031,0.057322
4.88,0.169863,0.046606
4.885,0.12136,0.067104
4.89,0.198311,0.094072
4.895,0.162474,0.079232
4.9,0.214842,0.093508
4.905,0.231217,0.140061
4.91,0.24642,0.082552
4.915,0.273873,0.11669
4.92,0.288059,0.119565
4.925,0.247336,0.148596
4.93,0.293606,0.099609
4.935,0.307494,0.117976
4.94,0.330261,0.160772
4.945,0.306711,0.185007
4.95,0.380491,0.173629
4.955,0.448406,0.133096
4.96,0.473372,0.204151
4.965,0.516502,0.186996
4.97,0.344506,0.185583
4.975,0.447639,0.188572
4.98,0.366591,0.252515
4.985,0.51403,0.27898
4.99,0.458282,0.185222
4.995,0.38124,0.250141
5.0,0.466105,0.18991
5.005,0.400214,0.23225
5.01,0.433306,0.155037
5.015,0.480818,0.15916
5.02,0.428964,0.156668
5.025,0.431135,0.18357
5.03,0.411603,0.210036
5.035,0.375783,0.182415
5.04,0.455662,0.197765
5.045,0.367593,0.204039
5.05,0.482715,0.137143
5.055,0.332837,0.164063
5.06,0.367606,0.171392
5.065,0.33012,0.156879
5.07,0.290495,0.14289
5.075,0.324704,0.128695
5.08,0.241409,0.123349
5.085,0.281448,0.094087
5.09,0.22967,0.14131
5.095,0.252022,0.115073
5.1,0.187362,0.105632
5.105,0.21474,0.086103
5.11,0.149892,0.057436
5.115,0.17166,0.056856
5.12,0.151108,0.064027
5.125,0.111302,0.060464
5.13,0.108411,0.037053
5.135,0.115003,0.052503
5.14,0.100942,0.032788
5.145,0.054735,0.05321
5.15,0.095707,0.039146
5.155,0.076459,0.027499
5.16,0.046964,0.036004
5.165,0.058749,0.024063
5.17,0.025472,0.015619
5.175,0.040141,0.005075
5.18,0.034867,0.019706
5.185,0.059318,0.031026
5.19,0.01397,0.014021
5.195,0.000807,0.017285
5.2,0.024178,0.002645
5.205,0.014161,0.002041
5.21,0.015036,0.010747
5.215,0.014592,0.01659
5.22,0.00642,0.005268
5.225,-0.004,-0.001976
5.23,0.007924,-0.014893
5.235,0.012406,-0.001566
5.24,0.001979,0.022005
5.245,-0.013101,-0.006162
5.25,0.01536,-0.010251
5.255,-0.003155,0.014493
5.26,0.011884,0.006991
5.265,-0.013594,0.000214
5.27,0.009808,0.013602
5.275,0.020241,0.000538
5.28,-0.005412,0.01052
5.285,0.008983,0.000553
5.29,-0.016918,-0.000159
5.295,0.009812,-0.009557
5.3,0.001255,-0.008083
5.305,0.008464,0.009732
5.31,-0.006718,-0.001378
5.315,0.006569,-0.008483
5.32,-0.003495,-0.012268
5.325,0.01217,-0.014536
5.33,-0.013106,0.00291
5.335,0.025985,-0.000617
5.34,-0.011813,-0.004857
5.345,0.00418,0.004751
5.35,0.013015,0.003404
5.355,-0.010427,0.013975
5.36,0.027416,-0.02264
5.365,0.025628,-0.004064
5.37,0.005253,-0.003859
5.375,-0.006758,-0.018226
5.38,-0.019639,0.000872
5.385,-0.020293,0.004212
5.39,-0.012051,-0.00079
5.395,0.012712,-0.002737
5.4,-0.002632,-0.016107
5.405,-0.003411,0.002813
5.41,-0.009355,0.002952
5.415,-0.010321,0.011188
5.42,-0.012623,0.012597
5.425,0.003517,-0.010844
5.43,-0.000514,0.000133
5.435,-0.003002,-0.004928
5.44,0.010948,-0.003283
5.445,-0.022492,0.015602
5.45,-0.007948,0.014572
5.455,-0.000201,-0.000447
5.46,0.003375,0.014927
5.465,0.018286,-0.027177
5.47,0.013307,0.004231
5.475,-0.011996,0.01902
5.48,0.000159,-0.005345
5.485,-0.001921,-0.000249
5.49,-0.003636,-0.013854
5.495,-0.011543,-0.018274
5.5,0.000308,-0.013344
5.505,-0.028766,0.017116
5.51,-0.003246,0.005044
5.515,-0.001061,0.004135
5.52,-0.019174,-0.004457
5.525,-0.02033,-0.010872
5.53,-0.010635,-0.018065
5.535,-0.006918,-0.007109
5.54,-0.017793,-0.001328
5.545,-0.00017,-0.00837
5.55,0.03018,0.007182
5.555,0.016825,-0.003284
5.56,0.013404,0.007656
5.565,-0.015278,-0.006822
5.57,0.043728,-0.004112
5.575,0.007303,-0.002146
5.58,0.012471,-0.009946
5.585,-0.015079,0.011343
5.59,0.002978,-0.024776
5.595,0.000351,-0.00182
5.6,0.01066,0.003211
5.605,0.005133,0.000875
5.61,0.004357,-0.011526
5.615,-0.012223,-0.008523
5.62,-0.020117,0.007883
5.625,0.016164,0.00614
5.63,-0.009018,-0.005371
5.635,-0.006598,0.011129
5.64,0.007899,0.017389
5.645,-0.014544,-0.002256
5.65,-0.01891,-0.014172
5.655,-0.002329,-0.003357
5.66,-0.007692,-0.015347
5.665,0.002952,-0.002839
5.67,0.013723,0.005505
5.675,-0.019676,0.003957
5.68,-0.008983,0.015325
5.685,-0.000444,-0.005035
5.69,-0.006098,-0.015009
5.695,0.019117,0.021194
5.7,-0.025947,-0.002518
5.705,-0.001656,-0.005943
5.71,0.018263,0.012474
5.715,-0.00368,0.020713
5.72,0.000492,-0.002419
5.725,0.004197,-0.00746
5.73,0.021797,0.006166
5.735,-0.005324,-0.001855
5.74,-0.013617,0.002625
5.745,-0.019405,3.2e-05
5.75,-0.007758,0.005671
5.755,0.015639,0.007869
5.76,-0.001839,-0.007096
5.765,-0.004495,-0.000166
5.77,0.007319,-0.005682
5.775,-0.014509,0.001734
5.78,0.020382,0.018723
5.785,0.011898,-0.009903
5.79,0.021129,-0.008457
5.795,-0.011559,0.004276
5.8,-0.020705,0.008017
5.805,-0.000804,0.003991
5.81,-0.012351,0.008464
5.815,0.007697,-0.003633
5.82,0.014179,-0.026603
5.825,0.005435,-0.001075
5.83,-0.011925,0.001772
5.835,0.007497,-0.00737
5.84,-0.001793,-0.000414
5.845,0.005893,0.012268
5.85,-0.006959,0.013169
5.855,-0.019563,0.003008
5.86,-0.025794,0.000718
5.865,0.010834,0.02023
5.87,0.00074,-0.007483
5.875,0.015397,0.000412
5.88,0.001475,0.00917
5.885,0.016391,-0.017321
5.89,0.000773,-0.000164
5.895,-0.016044,-0.016239
5.9,-0.001003,-0.004637
5.905,-0.01087,-0.001374
5.91,-0.005265,0.000176
5.915,0.023652,-0.000301
5.92,0.028206,0.012441
5.925,0.014514,-0.007285
5.93,-0.004402,-0.009197
5.935,0.006238,-0.000671
5.94,0.006625,0.003025
5.945,0.002518,-0.003569
5.95,-0.014595,-0.004417
5.955,0.010749,-0.001639
5.96,-0.0009,0.008678
5.965,0.007314,-0.014748
5.97,-0.001206,-0.008713
5.975,-0.000813,0.003903
5.98,0.007641,0.016638
5.985,-0.007512,-0.002949
5.99,0.00861,0.00962
5.995,-0.015471,0.006867
6.0,0.009982,-0.001504
6.005,-0.004217,0.007326
6.01,0.006408,0.004007
6.015,-0.010977,-0.017223
6.02,-0.00141,-0.002711
6.025,0.006872,-0.007645
6.03,0.00952,0.004096
6.035,-0.011102,0.00945
6.04,-0.005144,-0.006965
6.045,0.003763,-0.000147
6.05,-0.013576,0.006201
6.055,-0.000137,-0.007582
6.06,-0.026309,0.004264
6.065,0.001485,0.001194
6.07,0.020652,-0.024906
6.075,0.019038,0.013638
6.08,-0.014701,0.010147
6.085,-0.012179,-0.010425
6.09,-0.001521,0.018277
6.095,0.005425,0.000499
6.1,0.013285,-0.006225
6.105,0.022463,0.015706
6.11,0.006438,-0.007883
6.115,0.01608,0.002947
6.12,0.009655,0.011366
6.125,0.006547,-0.009025
6.13,0.022355,0.002793
6.135,0.004862,0.006151
6.14,0.004676,0.007479
6.145,0.002962,-0.001776
6.15,-0.008253,-0.005113
6.155,-0.004323,0.009894
6.16,-0.005053,-0.001111
6.165,-0.001516,0.005339
6.17,0.009735,0.019744
6.175,-0.020896,-0.002279
6.18,0.008595,-0.016851
6.185,0.02612,-0.001161
6.19,-0.01191,0.009708
6.195,-0.03297,0.002122
6.2,-0.014872,-0.000149
6.205,0.005611,0.007925
6.21,0.00617,0.020864
6.215,0.00093,-0.003419
6.22,0.018392,-0.000653
6.225,0.006273,-0.039373
6.23,0.006799,-0.000748
6.235,-0.006524,-0.006563
6.24,0.013547,-0.020417
6.245,0.047237,0.011541
6.25,0.005547,0.019004
6.255,0.00412,-0.00895
6.26,0.015406,-0.01636
6.265,0.009001,0.011981
6.27,0.008024,-0.014512
6.275,0.003077,-0.001231
6.28,-0.011133,-0.02312
6.285,-0.017782,-0.005007
6.29,0.016883,0.027532
6.295,0.012852,-0.007883
6.3,-0.006316,0.010822
6.305,0.009207,0.003909
6.31,0.003571,0.011993
6.315,0.033539,9.6e-05
6.32,0.002382,0.005044
6.325,-0.006932,-0.021926
6.33,0.007406,-0.007336
6.335,0.019749,0.001824
6.34,0.022461,-0.008576
6.345,0.016968,-0.016316
6.35,0.014065,-0.002372
6.355,0.014061,-0.003581
6.36,0.010237,0.005026
6.365,0.005747,0.004427
6.37,0.025207,-0.005613
6.375,0.021051,-0.003541
6.38,0.018104,0.023397
6.385,-0.011975,-0.02156
6.39,0.002456,-0.006917
6.395,-0.007897,-0.003293
6.4,-0.008007,0.01431
6.405,0.016881,0.011591
6.41,0.034682,-0.007708
6.415,-0.037452,0.020235
6.42,0.003757,-0.000557
6.425,-0.027044,-0.013517
6.43,0.010379,-0.001431
6.435,-0.032293,-0.009405
6.44,0.015737,0.012787
6.445,0.003212,0.02834
6.45,0.015401,0.018103
6.455,0.019999,0.008312
6.46,-0.020088,-0.016004
6.465,-0.01112,0.002584
6.47,1.6e-05,0.003747
6.475,-0.0003,0.004778
6.48,0.014813,7.9e-05
6.485,-0.00432,-0.026213
6.49,0.013083,-0.007733
6.495,-0.013637,0.008677
6.5,0.013777,0.0068
6.505,0.014295,-0.010941
6.51,-0.003438,-0.0055
6.515,0.025948,0.008638
6.52,-0.003659,0.008415
6.525,0.005621,-0.001174
6.53,0.007003,0.008506
6.535,-0.002132,-0.012505
6.54,0.005319,-0.002641
6.545,-0.01718,-0.007682
6.55,-0.003742,0.000272
6.555,0.008425,-0.002125
6.56,0.006749,-0.003734
6.565,0.008185,0.004031
6.57,0.008538,0.014371
6.575,-0.004243,-0.015933
6.58,-0.001168,0.008094
6.585,0.000374,0.003181
6.59,-0.02584,-0.008341
6.595,0.008081,0.007778
6.6,-0.011256,0.00367
6.605,-0.010665,-0.011524
6.61,0.001065,0.00217
6.615,0.005946,0.0073
6.62,0.025157,0.009487
6.625,-0.005413,0.009397
6.63,-0.022013,0.001007
6.635,0.015802,0.006792
6.64,0.012424,0.0191
6.645,-0.011111,0.007948
6.65,-0.0014,0.011147
6.655,0.001764,0.007821
6.66,0.023202,0.006309
6.665,-0.003147,-0.003677
6.67,-0.010411,0.010381
6.675,0.019685,-0.002443
6.68,-0.027141,-0.006335
6.685,0.00651,-0.009468
6.69,-0.029377,-0.004444
6.695,-0.030603,0.003254
6.7,-0.006016,0.000603
6.705,0.01945,-0.009079
6.71,-0.032219,-0.000284
6.715,0.007034,-0.014295
6.72,-0.005527,-0.003472
6.725,0.000417,-0.006155
6.73,0.039952,-0.002624
6.735,0.002798,-0.004848
6.74,-0.039647,0.013809
6.745,-0.047352,0.013568
6.75,-0.019821,-0.013589
6.755,-0.001633,0.021959
6.76,0.004794,-0.001913
6.765,-0.011516,0.006507
6.77,-0.005551,0.007138
6.775,-0.029452,0.005284
6.78,0.00477,-0.013602
6.785,-0.01549,-0.001474
6.79,-0.007298,0.0029
6.795,-0.02152,-0.008846
6.8,0.03171,-0.008424
6.805,-0.006392,-0.001771
6.81,-0.004177,0.012069
6.815,-0.008583,0.008549
6.82,-0.012832,0.007731
6.825,-0.003211,-0.001748
6.83,-0.001329,0.005502
6.835,-0.017902,-0.009705
6.84,0.030558,0.005065
6.845,-0.005413,0.006421
6.85,-0.000902,-0.022514
6.855,0.00242,-0.001219
6.86,0.005237,-0.007747
6.865,-0.003307,0.011421
6.87,-0.002263,-0.00429
6.875,0.005476,-0.003942
6.88,0.016018,-0.001745
6.885,0.005451,-0.007041
6.89,-0.018717,0.007193
6.895,0.00393,0.006374
6.9,0.01105,-0.014693
6.905,0.001797,-0.020058
6.91,0.00779,-0.010856
6.915,0.00701,0.00726
6.92,-0.008092,-0.00023
6.925,0.018335,-0.016539
6.93,0.009655,0.001184
6.935,0.014222,-0.016519
6.94,5.3e-05,0.011042
6.945,0.020387,-0.007693
6.95,-0.004193,0.018414
6.955,-0.021297,-0.000457
6.96,0.002661,0.001749
6.965,-0.014014,0.009645
6.97,0.013328,0.018161
6.975,-0.011895,-0.004817
6.98,0.016449,0.018153
6.985,-0.00015,-0.01528
6.99,-0.003241,0.009647
6.995,0.010172,0.011129
7.0,0.028874,-0.004313
7.005,-0.013567,-0.012027
7.01,-0.001842,0.010191
7.015,0.025908,0.002188
7.02,0.000221,-0.001329
7.025,0.018396,-0.00762
7.03,-0.001574,-0.000774
7.035,-0.000407,0.018082
7.04,-0.01338,0.024553
7.045,-0.00983,-0.008205
7.05,-0.009913,0.006487
7.055,-0.000211,0.011212
7.06,-0.012355,-0.016732
7.065,-0.005564,0.002798
7.07,-0.022046,-0.001065
7.075,0.008034,-0.008067
7.08,-0.01236,-0.010952
7.085,-0.002152,0.004563
7.09,0.041213,0.011652
7.095,-0.018926,-0.015368
7.1,-0.001654,0.01572
7.105,0.009857,-0.005273
7.11,0.015025,0.013774
7.115,0.021926,-0.010664
7.12,0.006561,-0.012812
7.125,-0.012082,-0.012786
7.13,-0.003929,-0.01436
7.135,0.011624,-0.000123
7.14,-0.012967,0.004854
7.145,0.022961,0.003454
7.15,-0.008755,-0.002839
7.155,-0.001562,-0.007015
7.16,-0.025676,-0.003785
7.165,0.018641,-0.008272
7.17,-0.028955,-0.000888
7.175,0.016542,-0.017224
7.18,0.002851,0.004114
7.185,0.008053,0.005571
7.19,0.009122,-0.015839
7.195,0.009241,0.013775
7.2,-0.003325,0.003714
7.205,-0.015216,0.01303
7.21,-0.009276,0.016495
7.215,-0.005699,0.006778
7.22,-0.008001,0.018778
7.225,-0.029582,0.003693
7.23,-0.031192,-0.012048
7.235,0.02838,0.00908
7.24,-0.030158,-6e-05
7.245,-0.009295,0.005698
7.25,0.027756,0.006539
7.255,0.00652,0.00508
7.26,-0.016388,0.007011
7.265,0.013816,-0.006124
7.27,-0.009637,0.0145
7.275,0.003137,-0.011373
7.28,-0.006361,-0.004575
7.285,-0.000968,-0.000727
7.29,-0.003739,0.016739
7.295,0.012484,0.01483
7.3,-0.02542,0.001111
7.305,0.017622,0.007254
7.31,-0.01019,-0.00756
7.315,0.0144,-0.002125
7.32,0.009725,0.001566
7.325,-0.001765,0.001205
7.33,-0.012444,0.017012
7.335,0.008223,0.013993
7.34,-0.007938,-0.005405
7.345,-0.004789,-0.008616
7.35,0.010172,0.007125
7.355,-0.007697,-0.003197
7.36,0.005649,-0.007526
7.365,-0.00614,0.015605
7.37,-0.011199,-0.005168
7.375,0.037571,-0.021264
7.38,-0.017766,0.017973
7.385,-0.006143,0.004998
7.39,0.031795,-0.00717
7.395,-0.008873,0.004108
7.4,-0.001137,-0.005249
7.405,-0.002,-0.013281
7.41,0.006986,0.008345
7.415,-0.002422,-0.002238
7.42,0.008232,-0.005382
7.425,-0.004622,-0.000683
7.43,0.02208,-0.000492
7.435,-0.001706,-0.001641
7.44,-0.005757,-0.009649
7.445,-0.013787,0.008604
7.45,-0.008537,0.000924
7.455,-0.007144,-0.013279
7.46,-0.006971,0.013969
7.465,-0.006219,-0.006764
7.47,-0.006418,-0.003346
7.475,0.003428,-0.004116
7.48,-0.001464,-0.004909
7.485,0.005363,0.003113
7.49,0.003175,0.006331
7.495,-0.001489,0.012129
7.5,0.006993,0.014878
7.505,-0.001196,0.002721
7.51,-0.010233,0.000156
7.515,0.01227,-0.003655
7.52,0.022383,0.000257
7.525,0.023748,-0.010488
7.53,-0.004153,-0.004964
7.535,0.015159,0.006421
7.54,-0.001146,-0.004558
7.545,-0.000403,0.007246
7.55,0.012536,-0.000596
7.555,-0.006706,0.001021
7.56,0.001939,0.002525
7.565,-0.006802,0.017405
7.57,-0.009432,0.015125
7.575,0.020905,0.009471
7.58,0.028111,0.005558
7.585,-0.00475,-0.005231
7.59,-0.010066,0.008373
7.595,-0.022209,-0.014224
7.6,0.022987,0.010129
7.605,0.006215,0.009233
7.61,0.011614,-0.001869
7.615,-0.02203,0.012831
7.62,0.006693,-0.013762
7.625,0.002134,-0.004687
7.63,-0.00173,-0.00328
7.635,0.008268,-0.002084
7.64,-0.017324,0.00673
7.645,0.007287,-0.014258
7.65,0.006137,0.008876
7.655,-0.002287,0.001877
7.66,-0.011465,-0.017501
7.665,0.007827,-0.000879
7.67,0.006444,-0.002348
7.675,-0.003905,0.001623
7.68,-0.00095,0.008663
7.685,-0.006358,-0.014444
7.69,0.002162,-0.013032
7.695,-0.03801,-0.010968
7.7,-0.006579,-0.007959
7.705,-0.02305,-0.002246
7.71,0.018247,0.008294
7.715,0.000124,0.009211
7.72,-0.006606,-0.00882
7.725,0.010177,-0.010836
7.73,0.00501,-0.000257
7.735,-0.005441,-0.004581
7.74,0.017058,-0.015894
7.745,0.004035,-0.002886
7.75,-0.011121,0.000389
7.755,0.004737,-0.000599
7.76,0.003676,0.014148
7.765,-0.009013,0.004179
7.77,-0.026079,0.00457
7.775,-0.028004,0.006314
7.78,-0.007128,0.001641
7.785,-0.021832,0.00024
7.79,0.01236,0.006198
7.795,-0.000259,-6.5e-05
7.8,0.017182,0.00736
7.805,-0.009371,-0.005798
7.81,-0.010198,-0.000356
7.815,-0.01741,-0.021584
7.82,-0.003275,0.002529
7.825,0.002796,0.01085
7.83,-0.019388,-0.005132
7.835,-0.021636,0.002458
7.84,-0.001569,-0.004808
7.845,0.000622,-0.007069
7.85,-0.01533,0.015805
7.855,0.012155,-0.001842
7.86,-0.023122,-0.002143
7.865,0.008614,0.001699
7.87,0.015137,0.012269
7.875,-0.001268,-0.004681
7.88,-0.007416,-0.004135
7.885,0.013568,-0.004241
7.89,-0.025212,0.00465
7.895,-0.001484,-0.004672
7.9,-0.029453,0.011701
7.905,0.010445,-0.011369
7.91,0.002277,-0.010837
7.915,-0.020409,-0.020987
7.92,0.01169,0.008799
7.925,-0.004648,-0.000598
7.93,0.026324,-0.007554
7.935,-0.017771,0.001275
7.94,0.008242,-0.002969
7.945,-0.021391,-0.007672
7.95,0.010275,0.007148
7.955,-0.02506,-0.012226
7.96,-0.014777,-0.000254
7.965,0.033102,-0.002858
7.97,0.000932,-0.007971
7.975,0.03878,-0.006019
7.98,-0.007676,0.001562
7.985,-0.019865,0.008088
7.99,-0.000125,-0.008427
7.995,-0.008937,-0.01894
8.0,-0.008333,-0.022746
8.005,-0.006757,-0.004956
8.01,-0.008835,-0.005829
8.015,-0.01263,0.01234
8.02,0.021588,-0.001696
8.025,0.017155,-0.003065
8.03,-0.004536,-0.008288
8.035,0.010462,0.006181
8.04,-0.019357,0.0016
8.045,-0.007755,-0.009019
8.05,-0.000385,-0.019188
8.055,-0.006509,0.018895
8.06,0.006535,-0.011356
8.065,0.008301,0.000886
8.07,-0.004812,-0.005858
8.075,1e-05,-0.005924
8.08,-0.002598,0.007395
8.085,0.012236,-0.012965
8.09,-0.007026,0.016069
8.095,0.026948,0.003698
8.1,0.024144,0.012082
8.105,-0.00198,-0.019963
8.11,-0.000918,-0.012822
8.115,0.002046,0.017462
8.12,0.003731,-0.007852
8.125,-0.01754,-0.01963
8.13,-0.02859,0.016268
8.135,0.012839,-0.00131
8.14,-0.002295,-0.00052
8.145,-0.000176,0.013921
8.15,0.005852,-0.019824
8.155,0.01591,-0.019298
8.16,-0.006093,-0.013861
8.165,0.000605,-0.012571
8.17,-0.020667,-0.010465
8.175,0.012207,-0.001857
8.18,0.010008,0.013603
8.185,0.003575,0.005701
8.19,-0.014542,-0.000846
8.195,-0.017233,0.005538
8.2,0.013593,0.009658
8.205,-0.000423,0.008955
8.21,-0.00218,-0.005615
8.215,0.007531,0.00726
8.22,0.033055,0.007291
8.225,-0.016514,-0.009781
8.23,-0.019526,0.000774
8.235,-0.016495,0.013623
8.24,-0.004373,0.006418
8.245,0.002275,0.003438
8.25,-0.015548,-0.000335
8.255,-0.006411,-0.001013
8.26,0.00187,0.006815
8.265,-0.006983,0.008236
8.27,0.004939,0.016388
8.275,-0.049689,-0.006427
8.28,0.018879,-0.025212
8.285,0.02227,0.000822
8.29,-0.030633,0.007256
8.295,-0.015789,-0.009128
8.3,0.02197,-0.003869
8.305,-0.01439,0.02008
8.31,0.013936,-0.003346
8.315,-0.011842,-0.00204
8.32,0.023659,-0.009825
8.325,-0.019108,0.012746
8.33,-0.004232,0.001005
8.335,0.007873,-0.003901
8.34,-0.036361,-0.002122
8.345,0.018616,0.021724
8.35,-0.001768,-0.000287
8.355,0.020482,0.005957
8.36,0.004431,-0.019791
8.365,-0.006245,0.002148
8.37,-0.022711,-0.00366
8.375,0.025628,-0.002571
8.38,-0.021515,-0.018871
8.385,-0.000169,-0.005777
8.39,-0.013028,0.002275
8.395,0.004272,0.001746
8.4,0.005257,-0.01229
8.405,-0.009608,-0.003262
8.41,-0.000807,0.009896
8.415,-0.010923,-0.007776
8.42,0.022311,0.001585
8.425,-0.020971,-0.00311
8.43,-0.018543,-0.01137
8.435,-0.020014,-0.00796
8.44,0.030896,0.010105
8.445,0.020725,0.010876
8.45,-0.002023,0.004034
8.455,0.001542,-0.010681
8.46,-0.017436,0.009004
8.465,-0.018276,0.002009
8.47,0.009782,0.007527
8.475,0.005539,-0.012007
8.48,0.008106,-0.001383
8.485,-0.014663,-0.019888
8.49,0.006768,-0.015524
8.495,-0.02561,0.017479
8.5,-0.018021,-0.0042
8.505,0.001077,0.000702
8.51,-0.01529,-0.007083
8.515,0.012085,-0.002788
8.52,-0.000347,-0.021626
8.525,-0.008605,0.008574
8.53,-0.010938,-0.009515
8.535,0.005624,0.005987
8.54,0.005006,-0.005664
8.545,0.011244,0.01629
8.55,0.017549,-0.015633
8.555,0.043942,-0.013256
8.56,-0.018389,0.003044
8.565,-0.001415,0.003614
8.57,0.019675,0.009305
8.575,-0.013402,0.000721
8.58,0.015168,0.010529
8.585,0.016867,0.008175
8.59,0.010619,-0.005135
8.595,-0.019773,0.004224
8.6,-0.00681,0.012445
8.605,-0.013088,-0.003812
8.61,-0.006421,0.00967
8.615,0.011272,0.000228
8.62,0.00438,0.016148
8.625,-0.02644,0.00748
8.63,0.0162,0.012143
8.635,0.012038,-0.007739
8.64,-0.008086,0.006622
8.645,-0.008839,-0.001983
8.65,-0.022579,-0.011924
8.655,0.0052,-0.00426
8.66,-0.011381,-0.001878
8.665,0.004521,-0.002612
8.67,0.002589,0.000885
8.675,-0.003773,-0.000114
8.68,-0.013309,-0.005016
8.685,-0.027556,-0.011664
8.69,-0.017806,-0.003989
8.695,0.016955,-9e-05
8.7,0.002257,-0.009424
8.705,0.004307,0.016958
8.71,-0.001309,-0.008247
8.715,-0.017488,0.002629
8.72,-0.01412,0.007134
8.725,-0.015185,-0.016561
8.73,0.007199,-0.012937
8.735,0.009092,0.010374
8.74,-0.008892,0.002083
8.745,0.020882,-0.004648
8.75,0.023977,-0.003286
8.755,-0.014066,0.000975
8.76,0.003377,0.011344
8.765,0.013296,0.003695
8.77,0.009843,0.001809
8.775,0.011882,-0.005187
8.78,-0.016219,0.002086
8.785,0.040337,0.008077
8.79,-0.0105,0.013939
8.795,-0.027967,-0.002519
8.8,0.005961,-0.006732
8.805,-0.008913,-0.0017
8.81,-0.008138,-0.007841
8.815,-0.016263,-0.015601
8.82,-0.014496,-0.001016
8.825,0.015096,-0.006634
8.83,-0.018175,0.016054
8.835,-0.017149,0.000946
8.84,-0.014046,-0.007189
8.845,0.005798,0.004612
8.85,0.019065,0.006688
8.855,0.00231,0.006246
8.86,-0.015454,0.012105
8.865,0.00799,0.004898
8.87,0.008978,-0.014797
8.875,-0.017009,0.001323
8.88,0.002174,0.00575
8.885,0.001599,-0.001845
8.89,0.018867,0.003496
8.895,0.0112,0.011952
8.9,0.018959,0.003177
8.905,0.010887,0.00266
8.91,0.016088,0.022806
8.915,-0.015673,-0.007527
8.92,0.023755,0.001861
8.925,-0.006449,-0.006941
8.93,0.014061,0.005604
